'product_id','score','name','displayName','typePim','type','slug','price','industry','brand','productType','group','keySellingPoints','units','image','originalPrice','currentPrice','discountPercentage','endTimeDiscount','promotions','totalInventory','skus'
'"153230525597"','9.688229','Macbook Air M3 15 2024 8CPU 10GPU/8GB/512GB','Macbook Air M3 15 2024 8CPU 10GPU/8GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-m3-15-2024-8cpu-10gpu-8gb-512gb','37990000','','','','','','','','37990000','33990000','11','2025-03-27T23:59:00.000+07:00','','0',''
'"543668004402"','9.629207','Máy tính xách tay MSI Gaming Katana 15 B13VGK-1211VN i7-13620H/16G/1T/15.6"FHD/RTX4070_8G/Win11_Balo','Máy tính xách tay MSI Gaming Katana 15 B13VGK-1211VN i7-13620H/16G/1T/15.6"FHD/RTX4070_8G/Win11_Balo','Normal','Normal','may-tinh-xach-tay/msi-gaming-katana-15-b13vgk-1211vn-i7-13620h','41990000','','','','','','','','41990000','38990000','7','2025-03-31T23:59:00.000+07:00','','0',''
'"010068415541"','9.620025','Dell Vostro V3430_60YGM1','Dell Vostro V3430_60YGM1','Normal','Normal','may-tinh-xach-tay/dell-vostro-v3430-60ygm1-i5-1335u','21990000','','','','','','','','21990000','18490000','16','2025-03-25T23:59:00.000+07:00','','0',''
'"084122414684"','9.620025','MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H','MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H','Normal','Normal','may-tinh-xach-tay/msi-gaming-cyborg-15-ai-a1ve-053vn-ultra-7-155h','30990000','','','','','','','','30990000','28490000','8','2025-03-25T23:59:00.000+07:00','','0',''
'"859117912355"','9.620025','MacBook Air M2 13 2022 8CPU 10GPU 8GB 512GB','MacBook Air M2 13 2022 8CPU 10GPU 8GB 512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-m2-13-2022-8cpu-10gpu-8gb-512gb','31990000','','','','','','','','31990000','25990000','19','2025-03-27T23:59:00.000+07:00','','0',''
'"027936525731"','9.6094055','MacBook Pro 14 M4 Max 2024 14CPU/32GPU/36GB/1TB','MacBook Pro 14 M4 Max 2024 14CPU/32GPU/36GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-m4-max-14-2024-14cpu-32gpu-36gb-1tb','79990000','','','','','','','','79990000','79990000','0','null','','0',''
'"812217626225"','9.6094055','MacBook Pro 14 M4 Pro 2024 14CPU/20GPU/24GB/1TB','MacBook Pro 14 M4 Pro 2024 14CPU/20GPU/24GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-m4-pro-14-2024-14cpu-20gpu-24gb-1tb','59990000','','','','','','','','59990000','59990000','0','null','','0',''
'"556973412497"','9.584545','Lenovo Ideapad Slim 5 15IRU9 CORE 5_120U (83D00003VN)','Lenovo Ideapad Slim 5 15IRU9 CORE 5_120U (83D00003VN)','Normal','Normal','may-tinh-xach-tay/lenovo-ideapad-slim-5-15iru9-core-5-120u','22690000','','','','','','','','22690000','18790000','17','2025-03-25T23:59:00.000+07:00','','0',''
'"543667449699"','9.584545','Gigabyte Gaming G5 MF-F2VN313SH i5 12450H','Gigabyte Gaming G5 MF-F2VN313SH i5 12450H','Normal','Normal','may-tinh-xach-tay/gigabyte-gaming-g5-mf-f2vn313sh-i5-12450h','21990000','','','','','','','','21990000','19190000','13','2025-03-25T23:59:00.000+07:00','','0',''
'"654783037184"','9.566266','Macbook Air M2 13 2022 8CPU 10GPU/16GB/512GB','Macbook Air M2 13 2022 8CPU 10GPU/16GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-m2-13-inch-2022-8cpu-10gpu-16gb-512gb','34990000','','','','','','','','34990000','28590000','18','2025-03-27T23:59:00.000+07:00','','0',''
'"075352030049"','9.566266','MacBook Pro 14 2023 M3 Pro 11 CPU/14GPU/36GB/512GB','MacBook Pro 14 2023 M3 Pro 11 CPU/14GPU/36GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-11-cpu-14-gpu-36gb-512gb','59990000','','','','','','','','59990000','59990000','0','null','','0',''
'"887787513959"','9.55203','Acer Nitro V Gaming ANV15-51-55CA i5 13420H (NH.QN8SV.004)','Acer Nitro V Gaming ANV15-51-55CA i5 13420H (NH.QN8SV.004)','Normal','Normal','may-tinh-xach-tay/acer-nitro-v-gaming-anv15-51-55ca-i5-13420h','27990000','','','','','','','','27990000','24790000','11','2025-03-25T23:59:00.000+07:00','','0',''
'"434640927723"','9.547618','HP Envy x360 14-fc0090TU Core Ultra 7-155U(A19C0PA)','HP Envy x360 14-fc0090TU Core Ultra 7-155U(A19C0PA)','Normal','Normal','may-tinh-xach-tay/hp-envy-x360-14-fc0090tu-a19c0pa','33490000','','','','','','','','33490000','32190000','4','2025-03-31T23:59:00.000+07:00','','0',''
'"191270129319"','9.536761','Lenovo Gaming Legion Pro 5 16IRX9 i9-14900HX (83DF0046VN)','Lenovo Gaming Legion Pro 5 16IRX9 i9-14900HX (83DF0046VN)','Normal','Normal','may-tinh-xach-tay/lenovo-gaming-legion-pro-5-16irx9-i9-14900hx-83df0046vn','56990000','','','','','','','','56990000','51490000','10','2025-03-25T23:59:00.000+07:00','','0',''
'"821882413376"','9.536761','Gigabyte Gaming G6 KF-H3VN853SH i7-13620H','Gigabyte Gaming G6 KF-H3VN853SH i7-13620H','Normal','Normal','may-tinh-xach-tay/gigabyte-gaming-g6-kf-h3vn853sh-i7-13620h','28990000','','','','','','','','28990000','25490000','12','2025-03-25T23:59:00.000+07:00','','0',''
'"510107136665"','9.521185','HP Gaming Victus 16-s0078AX R5 7640HS (8C5N7PA)','HP Gaming Victus 16-s0078AX R5 7640HS (8C5N7PA)','Normal','Normal','may-tinh-xach-tay/hp-gaming-victus-16-s0078ax-r5-7640hs','27390000','','','','','','','','27390000','20990000','23','2025-03-25T23:59:00.000+07:00','','0',''
'"677109810406"','9.509184','Lenovo Yoga 9 2in1 14IMH9 Ultra 7 155H (83AC000SVN)','Lenovo Yoga 9 2in1 14IMH9 Ultra 7 155H (83AC000SVN)','Normal','Normal','may-tinh-xach-tay/lenovo-yoga-9-2in1-14imh9-ultra-7-155h','47990000','','','','','','','','47990000','47990000','0','null','','0',''
'"925916310407"','9.509184','Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS000RVN)','Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS000RVN)','Normal','Normal','may-tinh-xach-tay/lenovo-gaming-loq-15iax9-i5-12450hx-16gb','27990000','','','','','','','','27990000','24990000','11','2025-03-31T23:59:00.000+07:00','','0',''
'"543667464978"','9.509184','LG Gram 16Z90R-E.AH75A5 i7 1360P','LG Gram 16Z90R-E.AH75A5 i7 1360P','Normal','Normal','may-tinh-xach-tay/lg-gram-16z90r-eah75a5-i7-1360p','49990000','','','','','','','','49990000','29490000','41','2025-03-31T23:59:00.000+07:00','','0',''
'"815119226710"','9.489383','MacBook Pro 16 M4 Max 2024 14CPU/32GPU/36GB/1TB','MacBook Pro 16 M4 Max 2024 14CPU/32GPU/36GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-m4-max-16-2024-14cpu-32gpu-36gb-1tb','89990000','','','','','','','','89990000','89990000','0','null','','0',''
'"928823613048"','9.489383','MSI Gaming Stealth 14 AI Studio A1VFG-050VN Ultra 7 155H','MSI Gaming Stealth 14 AI Studio A1VFG-050VN Ultra 7 155H','Normal','Normal','may-tinh-xach-tay/msi-gaming-stealth-14-ai-studio-a1vfg-050vn-ultra-7-155h','49990000','','','','','','','','49990000','49490000','1','2025-03-31T23:59:00.000+07:00','','0',''
'"749072025782"','9.489082','Dell Inspiron N3520 i5 1235U_25P2311','Dell Inspiron N3520 i5 1235U_25P2311','Normal','Normal','may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-25p2311','15990000','','','','','','','','15990000','14490000','9','2025-03-25T23:59:00.000+07:00','','0',''
'"659740526784"','9.472543','Asus TUF Gaming FX507VV-LP304W i7-13620H','Asus TUF Gaming FX507VV-LP304W i7-13620H','Normal','Normal','may-tinh-xach-tay/asus-tuf-gaming-fx507vv-lp304w-i7-13620h','32990000','','','','','','','','32990000','30990000','6','2025-03-31T23:59:00.000+07:00','','0',''
'"305779516701"','9.420893','Macbook Air M3 13 2024 8CPU 8GPU/8GB/256GB','Macbook Air M3 13 2024 8CPU 8GPU/8GB/256GB','Normal','Normal','may-tinh-xach-tay/macbook-air-m3-13-2024-8cpu-8gpu-8gb-256gb','27990000','','','','','','','','27990000','24990000','11','2025-03-27T23:59:00.000+07:00','','0',''
'"102151220935"','9.402976','Acer Nitro V 16 ProPanel Gaming ANV16-41-R36Y R7 8845HS','Acer Nitro V 16 ProPanel Gaming ANV16-41-R36Y R7 8845HS','Normal','Normal','may-tinh-xach-tay/acer-nitro-v-16-propanel-gaming-anv16-41-r36y','31990000','','','','','','','','31990000','29990000','6','2025-03-31T23:59:00.000+07:00','','0',''
'"878939633739"','9.384697','MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX','MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX','Normal','Normal','may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vgkg-038vn-i7-14700hx','45990000','','','','','','','','45990000','42690000','7','2025-03-31T23:59:00.000+07:00','','0',''
'"558568429944"','8.6094055','Macbook Air 15 M4 2025 10CPU/10GPU/24GB/512GB','Macbook Air 15 M4 2025 10CPU/10GPU/24GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-15-m4-2025-10cpu-10gpu-24gb-512gb','41990000','','','','','','','','41990000','41990000','0','null','','0',''
'"864618530299"','8.6094055','Macbook Air 13 M4 2025 10CPU/10GPU/16GB/512GB','Macbook Air 13 M4 2025 10CPU/10GPU/16GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-13-m4-2025-10cpu-10gpu-16gb-512gb','31990000','','','','','','','','31990000','31990000','0','null','','0',''
'"783945032620"','8.6094055','Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB','Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-15-m4-2025-10cpu-10gpu-16gb-512gb','36990000','','','','','','','','36990000','36990000','0','null','','0',''
'"346451832787"','8.6094055','Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB','Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB','Normal','Normal','may-tinh-xach-tay/macbook-air-13-m4-2025-10cpu-10gpu-24gb-512gb','36990000','','','','','','','','36990000','36990000','0','null','','0',''
'"528007133007"','8.6094055','Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB','Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB','Normal','Normal','may-tinh-xach-tay/macbook-air-13-m4-2025-10cpu-8gpu-16gb-256gb','26990000','','','','','','','','26990000','26990000','0','null','','0',''
'"671419933165"','8.6094055','Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB','Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB','Normal','Normal','may-tinh-xach-tay/macbook-air-15-m4-2025-10cpu-10gpu-16gb-256gb','31990000','','','','','','','','31990000','31990000','0','null','','0',''
'"740537312706"','8.50696','HP Envy x360 14-fc0155TU Core Ultra 7-155U(AY8W3PA)','HP Envy x360 14-fc0155TU Core Ultra 7-155U(AY8W3PA)','Normal','Normal','may-tinh-xach-tay/hp-envy-x360-14-fc0155tu-core-ultra-7-155u','35190000','','','','','','','','35190000','35190000','0','null','','0',''
'"300207614172"','8.50696','HP Envy X360 14-fa0093AU R7-8840HS (AY8U3PA)','HP Envy X360 14-fa0093AU R7-8840HS (AY8U3PA)','Normal','Normal','may-tinh-xach-tay/hp-envy-x360-14-fa0093au-r7-8840hs-ay8u3pa','34190000','','','','','','','','34190000','34190000','0','null','','0',''
'"203729628570"','8.50696','Acer Aspire 5 A515-58P-71EJ i7 1355U','Acer Aspire 5 A515-58P-71EJ i7 1355U','Normal','Normal','may-tinh-xach-tay/acer-aspire-5-a515-58p-71ej-i7-1355u','20490000','','','','','','','','20490000','17990000','12','2025-03-31T23:59:00.000+07:00','','0',''
'"228223212851"','8.50696','MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/1TB','MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-14-2023-m3-8-cpu-10-gpu-8gb-1tb','44990000','','','','','','','','44990000','38990000','13','2025-03-27T23:59:00.000+07:00','','0',''
'"911004913983"','8.50696','MacBook Pro 16 2023 M3 Max 16 CPU/40 GPU/48GB/1TB','MacBook Pro 16 2023 M3 Max 16 CPU/40 GPU/48GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-16-2023-m3-max-16-cpu-40-gpu-48gb-1tb','102490000','','','','','','','','102490000','101990000','0','2025-03-27T23:59:00.000+07:00','','0',''
'"315603812273"','8.489383','HP Envy X360 14-fc0161TU Core Ultra 5-125U (AY8X0PA)','HP Envy X360 14-fc0161TU Core Ultra 5-125U (AY8X0PA)','Normal','Normal','may-tinh-xach-tay/hp-envy-x360-14-fc0161tu-core-ultra-5-125u','29890000','','','','','','','','29890000','29890000','0','null','','0',''
'"933619012611"','8.489383','HP Envy x360 14-fc0156TU Core Ultra 7-155U(AY8W4PA)','HP Envy x360 14-fc0156TU Core Ultra 7-155U(AY8W4PA)','Normal','Normal','may-tinh-xach-tay/hp-envy-x360-14-fc0156tu-core-ultra-7-155u','35190000','','','','','','','','35190000','35190000','0','null','','0',''
'"288060216463"','8.489383','MSI Gaming Raider GE68 HX 13VG-048VN i7-13700HX','MSI Gaming Raider GE68 HX 13VG-048VN i7-13700HX','Normal','Normal','may-tinh-xach-tay/msi-gaming-raider-ge68-hx-13vg-048vn-i7-13700hx','66990000','','','','','','','','66990000','66990000','0','null','','0',''
'"270703617755"','8.489383','MSI Gaming Stealth 16 Mercedes AMG A13VG-289VN i9-13900H','MSI Gaming Stealth 16 Mercedes AMG A13VG-289VN i9-13900H','Normal','Normal','may-tinh-xach-tay/msi-gaming-stealth-16-mercedesamg-a13vg-289vn-i9-13900h','80990000','','','','','','','','80990000','80990000','0','null','','0',''
'"920699413904"','8.489383','MacBook Pro 16 2023 M3 Max 14 CPU/30 GPU/36GB/1TB','MacBook Pro 16 2023 M3 Max 14 CPU/30 GPU/36GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-16-2023-m3-max-14-cpu-30-gpu-36gb-1tb','89990000','','','','','','','','89990000','83990000','7','2025-03-27T23:59:00.000+07:00','','0',''
'"300207614172"','8.6094055','HP Envy X360 14-fa0093AU R7-8840HS (AY8U3PA)','HP Envy X360 14-fa0093AU R7-8840HS (AY8U3PA)','Normal','Normal','may-tinh-xach-tay/hp-envy-x360-14-fa0093au-r7-8840hs-ay8u3pa','34190000','','','','','','','','34190000','34190000','0','null','','0',''
'"203729628570"','8.6094055','Acer Aspire 5 A515-58P-71EJ i7 1355U','Acer Aspire 5 A515-58P-71EJ i7 1355U','Normal','Normal','may-tinh-xach-tay/acer-aspire-5-a515-58p-71ej-i7-1355u','20490000','','','','','','','','20490000','17990000','12','2025-03-31T23:59:00.000+07:00','','0',''
'"228223212851"','8.6094055','MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/1TB','MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/1TB','Normal','Normal','may-tinh-xach-tay/macbook-pro-14-2023-m3-8-cpu-10-gpu-8gb-1tb','44990000','','','','','','','','44990000','38990000','13','2025-03-27T23:59:00.000+07:00','','0',''
